Date,Platform,CTR (%),Impressions,Likes,Shares,Comments,Sales Revenue ($),Conversion Rate (%),Ad Spend ($),ROI (%),Positive Sentiment (%),Neutral Sentiment (%),Negative Sentiment (%)
2022-07-19,Facebook Ads,0.82,452982,5882,86,2434,43914.43,11.07,9459.99,364.21,42,21,37
2022-07-19,Instagram Ads,2.89,289066,6935,4393,231,33173.44,2.71,16701.7,98.62,42,42,16
2022-07-19,Twitter Ads,3.19,185660,8166,555,1213,59099.67,13.47,45968.44,28.57,61,34,5
2022-07-19,LinkedIn Ads,4.56,145076,2515,3955,2722,45500.32,1.77,38722.93,17.5,44,43,13
2022-07-19,TikTok Ads,4.52,410975,5442,1789,2232,6010.99,12.01,5244.57,14.61,62,46,-8
2022-07-20,Google Ads,4.1,209815,8717,675,1509,35432.3,11.83,2732.91,1196.5,59,29,12
2022-07-20,Facebook Ads,1.52,184700,1588,1138,441,40313.34,11.35,2911.11,1284.81,58,22,20
2022-07-20,Instagram Ads,0.83,350803,7175,3316,583,79773.3,7.6,8118.62,882.6,47,21,32
2022-07-20,Twitter Ads,3.53,24696,5560,1146,369,25699.15,7.25,11891.67,116.11,48,37,15
2022-07-20,LinkedIn Ads,4.44,309543,1848,3728,2533,35672.51,13.77,28993.81,23.03,50,41,9
2022-07-20,TikTok Ads,4.19,82607,4542,2950,1705,5286.66,4.23,31567.8,-83.25,56,48,-4
2022-07-21,Google Ads,3.25,352965,1482,1337,1841,88547.59,1.76,36461.62,142.85,61,35,4
2022-07-21,Facebook Ads,0.89,274499,5005,3974,1021,10163.32,2.27,39690.25,-74.39,56,41,3
2022-07-21,Instagram Ads,2.05,183034,2624,1476,1388,87490.38,1.15,18854.31,364.03,54,32,14
2022-07-21,Twitter Ads,4.44,229600,6859,56,2260,56752.04,9.79,2042.98,2677.9,68,49,-17
2022-07-21,LinkedIn Ads,4.41,9805,4151,4034,2624,40141.18,9.8,17096.14,134.8,62,43,-5
2022-07-21,TikTok Ads,1.09,357144,2276,840,513,37750.8,7.15,46753.28,-19.26,40,47,13
2022-07-22,Google Ads,1.69,463901,610,4829,2802,24551.94,3.64,24273.41,1.15,58,21,21
2022-07-22,Facebook Ads,3.29,261917,8977,939,1649,1103.07,13.31,12906.13,-91.45,61,36,3
2022-07-22,Instagram Ads,0.52,184133,9760,1048,2904,81286.79,5.29,32245.68,152.09,69,39,-8
2022-07-22,Twitter Ads,4.27,255145,5447,857,1554,74339.78,7.41,28583.72,160.08,63,49,-12
2022-07-22,LinkedIn Ads,1.68,430871,1016,4227,2536,60195.43,5.85,1697.45,3446.23,64,32,4
2022-07-22,TikTok Ads,2.17,112565,7065,951,2322,45858.84,9.53,1842.03,2389.58,55,49,-4
2022-07-23,Google Ads,3.79,432963,3343,2428,974,25568.12,1.99,18593.71,37.51,45,25,30
2022-07-23,Facebook Ads,4.22,370113,116,2736,713,4709.73,2.73,10842.03,-56.56,65,25,10
2022-07-23,Instagram Ads,1.52,369140,2344,4224,2573,77009.97,14.24,17084.51,350.76,43,25,32
2022-07-23,Twitter Ads,4.53,365827,5734,713,1428,46988.33,5.74,19935.68,135.7,67,38,-5
2022-07-23,LinkedIn Ads,2.08,114109,375,1399,1700,7542.07,1.73,23320.34,-67.66,48,30,22
2022-07-23,TikTok Ads,4.3,427386,6777,3546,1215,81676.31,3.7,48984.45,66.74,49,42,9
2022-07-24,Google Ads,4.27,67356,4961,734,487,38331.1,14.56,38447.24,-0.3,61,30,9
2022-07-24,Facebook Ads,4.16,167424,6694,4545,153,67663.03,2.91,44773.71,51.12,69,30,1
2022-07-24,Instagram Ads,3.4,253997,6921,4811,1159,89600.33,9.05,35907.57,149.53,64,26,10
2022-07-24,Twitter Ads,3.55,42020,6614,3209,2035,62963.39,2.87,41979.18,49.99,65,47,-12
2022-07-24,LinkedIn Ads,3.53,311606,5647,2219,2863,15673.93,12.38,12385.68,26.55,54,28,18
2022-07-24,TikTok Ads,4.06,126282,3832,1060,2198,99571.77,12.31,18057.21,451.42,65,23,12
2022-07-25,Google Ads,0.9,339267,5561,3668,1384,24470.48,1.57,20428.08,19.79,49,34,17
2022-07-25,Facebook Ads,4.74,215094,8981,3519,2516,96031.86,1.22,34083.91,181.75,66,38,-4
2022-07-25,Instagram Ads,4.14,486018,1507,1599,630,21946.62,5.75,25166.69,-12.79,66,27,7
2022-07-25,Twitter Ads,2.42,293000,8062,1210,450,2347.74,1.05,39794.71,-94.1,51,22,27
2022-07-25,LinkedIn Ads,4.6,185462,5939,787,1557,3114.95,5.22,24748.47,-87.41,45,45,10
2022-07-25,TikTok Ads,4.31,137482,2955,506,2248,25796.81,8.14,5799.64,344.8,48,35,17
2022-07-26,Google Ads,2.85,399027,2894,1679,2197,76297.09,11.22,35266.06,116.35,51,30,19
2022-07-26,Facebook Ads,4.89,152322,2365,4588,1080,62502.76,13.65,17478.03,257.61,56,35,9
2022-07-26,Instagram Ads,3.02,281450,8123,1940,1857,89917.21,5.34,47563.58,89.05,48,44,8
2022-07-26,Twitter Ads,3.69,131909,7562,3833,2708,83587.16,5.71,17559.95,376.01,52,40,8
2022-07-26,LinkedIn Ads,4.0,172510,823,3187,973,16941.28,5.74,15756.73,7.52,66,34,0
2022-07-26,TikTok Ads,4.63,290895,6251,3418,2510,42179.88,9.01,1394.73,2924.23,46,32,22
2022-07-27,Google Ads,0.88,138005,5627,2348,2111,19656.84,0.93,43254.24,-54.56,48,30,22
2022-07-27,Facebook Ads,2.63,388313,2383,2045,2270,78809.7,4.6,22410.11,251.67,58,41,1
2022-07-27,Instagram Ads,3.03,239011,6521,4930,2259,38821.17,2.3,33208.04,16.9,54,28,18
2022-07-27,Twitter Ads,1.28,499536,6641,2912,409,41829.04,5.96,37500.08,11.54,50,20,30
2022-07-27,LinkedIn Ads,4.2,139775,405,3165,2038,95674.79,2.45,40993.42,133.39,68,45,-13
2022-07-27,TikTok Ads,3.57,279490,1982,3876,711,10018.0,3.65,16078.7,-37.69,65,38,-3
2022-07-28,Google Ads,1.13,242001,4661,3675,915,91434.37,8.74,47293.17,93.34,43,48,9
2022-07-28,Facebook Ads,1.04,45229,5431,4810,795,85674.35,6.81,44753.1,91.44,69,24,7
2022-07-28,Instagram Ads,2.63,100620,3528,1685,584,50916.23,10.08,48302.84,5.41,45,29,26
2022-07-28,Twitter Ads,2.51,24627,8505,2875,427,65987.8,8.91,14865.77,343.89,61,46,-7
2022-07-28,LinkedIn Ads,0.94,33294,5479,281,300,30059.4,5.7,2827.07,963.27,48,21,31
2022-07-28,TikTok Ads,3.71,281833,2965,3029,2505,53728.88,1.22,28476.09,88.68,64,20,16
2022-07-29,Google Ads,3.45,488779,5705,2656,1437,12855.04,0.9,32037.38,-59.87,49,46,5
2022-07-29,Facebook Ads,3.11,68328,3797,2562,1632,94009.66,10.5,48955.86,92.03,49,25,26
2022-07-29,Instagram Ads,3.48,444498,259,3586,1993,92936.3,13.04,36350.58,155.67,52,27,21
2022-07-29,Twitter Ads,1.45,236638,6962,346,1495,50232.55,7.6,23527.64,113.5,62,27,11
2022-07-29,LinkedIn Ads,2.54,283814,4812,2248,2002,21525.14,12.32,8988.27,139.48,64,30,6
2022-07-29,TikTok Ads,3.09,275810,9720,4481,417,76444.24,3.18,18619.19,310.57,61,45,-6
2022-07-30,Google Ads,3.85,311288,947,635,2251,46205.24,11.32,34852.08,32.58,44,35,21
2022-07-30,Facebook Ads,2.9,198366,8679,449,2704,91466.63,4.02,39883.96,129.33,48,24,28
2022-07-30,Instagram Ads,4.08,289232,8687,1362,1600,94040.37,4.47,20913.6,349.66,59,44,-3
2022-07-30,Twitter Ads,3.41,154999,3982,1682,1588,19460.16,2.66,25280.56,-23.02,40,33,27
2022-07-30,LinkedIn Ads,4.41,207723,7303,489,1505,52335.94,9.52,15671.47,233.96,64,43,-7
2022-07-30,TikTok Ads,4.2,125184,1684,1721,1918,30279.83,2.07,9600.57,215.4,50,20,30
2022-07-31,Google Ads,4.86,155617,5134,4774,968,67281.83,2.06,28145.64,139.05,42,32,26
2022-07-31,Facebook Ads,1.23,216500,3147,387,1640,60113.16,8.23,22580.23,166.22,54,49,-3
2022-07-31,Instagram Ads,2.74,160188,5130,193,881,38664.38,1.03,37400.44,3.38,44,41,15
2022-07-31,Twitter Ads,1.46,183983,9678,1522,2734,85819.83,1.38,25629.19,234.85,69,41,-10
2022-07-31,LinkedIn Ads,2.89,20576,7058,1652,2115,35461.32,2.52,24824.81,42.85,58,21,21
2022-07-31,TikTok Ads,0.93,478188,890,4894,924,93233.53,2.42,35903.49,159.68,66,42,-8
2022-08-01,Google Ads,4.02,244726,6892,917,2980,62787.81,6.63,12184.04,415.33,66,40,-6
2022-08-01,Facebook Ads,0.78,429669,2503,4530,593,98984.86,13.83,31052.34,218.77,66,28,6
2022-08-01,Instagram Ads,4.9,275985,7823,4672,165,8867.83,4.5,40680.72,-78.2,64,23,13
2022-08-01,Twitter Ads,2.29,463043,1621,3930,2332,79104.17,8.11,24916.19,217.48,49,25,26
2022-08-01,LinkedIn Ads,3.46,482976,5240,176,2012,60633.81,3.35,6982.65,768.35,53,38,9
2022-08-01,TikTok Ads,2.08,309909,7209,927,178,83955.57,13.32,23821.83,252.43,56,46,-2
2022-08-02,Google Ads,0.64,198249,231,3043,1327,61761.87,3.44,37675.89,63.93,46,34,20
2022-08-02,Facebook Ads,3.94,432071,6648,4722,1270,79478.24,4.32,48176.39,64.97,51,43,6
2022-08-02,Instagram Ads,3.81,166860,5123,451,2634,28852.15,3.08,48812.42,-40.89,69,22,9
2022-08-02,Twitter Ads,3.79,416418,2646,1003,541,99178.77,5.72,41111.99,141.24,50,29,21
2022-08-02,LinkedIn Ads,3.63,158819,195,2268,1415,76673.91,4.99,963.47,7858.1,53,49,-2
2022-08-02,TikTok Ads,2.17,159680,9428,186,651,85681.63,4.4,48820.06,75.5,64,30,6
2022-08-03,Google Ads,1.95,62908,3833,4271,1071,26026.58,10.2,37636.69,-30.85,60,38,2
2022-08-03,Facebook Ads,2.27,220555,7734,167,2230,20604.39,3.62,48728.57,-57.72,62,46,-8
2022-08-03,Instagram Ads,1.62,332598,556,3477,2127,44881.14,13.25,42963.31,4.46,43,34,23
2022-08-03,Twitter Ads,1.82,372089,1748,4114,2846,40170.7,6.79,8679.5,362.82,53,20,27
2022-08-03,LinkedIn Ads,2.41,458982,2925,924,1116,16747.32,7.29,3442.32,386.51,68,23,9
2022-08-03,TikTok Ads,4.87,290131,3438,986,102,1805.0,4.1,29539.98,-93.89,69,40,-9
2022-08-04,Google Ads,1.01,384046,9465,263,486,29993.63,3.84,5147.52,482.68,54,29,17
2022-08-04,Facebook Ads,4.93,294174,2999,4529,1773,76522.07,6.77,34892.93,119.31,64,28,8
2022-08-04,Instagram Ads,3.39,93269,2184,1371,991,62611.21,8.63,14531.36,330.87,69,42,-11
2022-08-04,Twitter Ads,3.12,7025,1662,101,141,20920.91,11.59,47822.23,-56.25,56,34,10
2022-08-04,LinkedIn Ads,2.46,323947,1732,902,2282,26026.19,8.9,46264.05,-43.74,49,46,5
2022-08-04,TikTok Ads,2.58,158682,3196,325,2895,46299.85,13.87,32362.8,43.07,61,46,-7
2022-08-05,Google Ads,2.11,158885,7049,4114,517,83531.64,2.76,21485.16,288.79,57,28,15
2022-08-05,Facebook Ads,4.72,220691,3381,3579,1356,99269.55,7.76,38802.27,155.83,65,31,4
2022-08-05,Instagram Ads,1.99,148868,7857,4163,1979,96884.2,3.1,19595.45,394.42,65,23,12
2022-08-05,Twitter Ads,4.45,133760,4226,3693,2952,9627.2,5.26,16743.86,-42.5,59,47,-6
2022-08-05,LinkedIn Ads,2.31,287147,8797,3192,1697,43855.02,2.28,48066.66,-8.76,59,48,-7
2022-08-05,TikTok Ads,3.05,441826,8161,3143,2573,29539.16,8.53,8842.37,234.06,63,48,-11
2022-08-06,Google Ads,2.15,160549,7397,2038,2974,2179.12,4.08,16510.9,-86.8,63,31,6
2022-08-06,Facebook Ads,3.45,81453,507,2712,1654,11217.57,5.59,28221.51,-60.25,40,35,25
2022-08-06,Instagram Ads,0.82,93978,8748,3066,973,86324.63,8.95,30591.82,182.18,54,21,25
2022-08-06,Twitter Ads,1.89,90824,641,1122,2427,25375.96,4.95,18947.17,33.93,55,46,-1
2022-08-06,LinkedIn Ads,3.47,88336,7894,262,502,53243.69,8.17,37472.34,42.09,55,47,-2
2022-08-06,TikTok Ads,2.19,234927,6913,2086,82,87910.8,8.91,39731.7,121.26,52,37,11
2022-08-07,Google Ads,2.34,292254,4634,1321,1634,73627.88,6.43,33711.88,118.4,64,48,-12
2022-08-07,Facebook Ads,1.5,76579,431,1237,2953,75287.36,14.17,45831.19,64.27,60,47,-7
2022-08-07,Instagram Ads,4.82,200317,521,2882,2369,9600.85,8.6,36149.72,-73.44,45,46,9
2022-08-07,Twitter Ads,3.81,466128,3770,2637,1071,62539.18,14.4,7095.44,781.4,49,22,29
2022-08-07,LinkedIn Ads,0.59,297424,3795,156,329,24865.53,10.9,12946.99,92.06,57,32,11
2022-08-07,TikTok Ads,0.5,170969,4125,1220,2016,99603.93,14.83,39832.42,150.06,45,28,27
2022-08-08,Google Ads,1.54,333399,9928,3904,2532,32748.54,3.68,40067.03,-18.27,54,30,16
2022-08-08,Facebook Ads,2.24,407466,7738,3675,2861,89639.27,1.45,22904.05,291.37,49,42,9
2022-08-08,Instagram Ads,4.43,200205,9236,3833,2753,56965.1,3.58,47943.33,18.82,55,31,14
2022-08-08,Twitter Ads,1.59,95576,9034,692,1459,33892.64,12.06,31459.45,7.73,68,29,3
2022-08-08,LinkedIn Ads,3.63,396215,9060,3351,2531,51561.76,13.32,25597.14,101.44,60,37,3
2022-08-08,TikTok Ads,2.46,50781,5570,1223,2553,81904.94,2.21,44861.38,82.57,55,25,20
2022-08-09,Google Ads,4.46,408908,940,2184,2237,76497.09,8.36,35926.9,112.92,50,40,10
2022-08-09,Facebook Ads,4.18,473517,5611,79,1120,39341.57,13.97,23574.71,66.88,62,33,5
2022-08-09,Instagram Ads,1.09,209544,9959,4701,971,53110.5,8.01,4575.04,1060.88,42,25,33
2022-08-09,Twitter Ads,2.52,224895,2220,4381,229,97963.64,6.23,42722.73,129.3,49,44,7
2022-08-09,LinkedIn Ads,4.7,321975,8003,498,2423,82660.3,10.29,36173.66,128.51,44,36,20
2022-08-09,TikTok Ads,1.56,317927,505,2803,1658,96856.22,3.53,44331.56,118.48,44,24,32
2022-08-10,Google Ads,0.62,447696,3015,3661,2316,35634.89,3.56,46102.13,-22.7,65,47,-12
2022-08-10,Facebook Ads,1.02,198488,4370,4389,2953,2009.85,9.18,49111.5,-95.91,44,30,26
2022-08-10,Instagram Ads,1.18,353806,2615,1763,1269,13577.7,12.86,13141.13,3.32,69,27,4
2022-08-10,Twitter Ads,0.58,218583,530,1853,2270,94932.84,9.92,39720.83,139.0,63,34,3
2022-08-10,LinkedIn Ads,2.91,131169,7155,97,2251,79433.82,10.05,44105.55,80.1,62,41,-3
2022-08-10,TikTok Ads,0.6,64439,4640,472,2186,7753.54,2.95,5101.56,51.98,40,35,25
2022-08-11,Google Ads,4.65,146214,5728,2989,1653,89598.18,13.92,41887.3,113.9,60,44,-4
2022-08-11,Facebook Ads,2.57,103684,8914,188,2163,26024.36,4.28,36000.62,-27.71,58,37,5
2022-08-11,Instagram Ads,4.84,364274,1240,4456,2625,78198.54,13.06,25564.26,205.89,66,34,0
2022-08-11,Twitter Ads,2.93,346847,9470,4581,2608,93461.3,14.79,29060.37,221.61,63,34,3
2022-08-11,LinkedIn Ads,2.85,5555,3303,4240,1136,9462.41,1.65,42300.1,-77.63,40,40,20
2022-08-11,TikTok Ads,1.42,348039,2052,3890,394,93529.64,12.27,44834.75,108.61,44,31,25
2022-08-12,Google Ads,2.93,251782,8537,1060,2293,44551.25,3.7,23711.68,87.89,44,41,15
2022-08-12,Facebook Ads,4.68,213232,7471,4744,753,39581.69,4.3,21238.51,86.37,47,27,26
2022-08-12,Instagram Ads,0.92,250989,3816,1300,2446,49334.63,13.05,26265.56,87.83,57,30,13
2022-08-12,Twitter Ads,4.2,299193,7892,4573,576,56294.02,12.46,2549.65,2107.91,64,26,10
2022-08-12,LinkedIn Ads,2.73,23627,1995,2611,449,59745.74,11.85,48658.29,22.79,68,44,-12
2022-08-12,TikTok Ads,1.36,295885,4497,4051,1054,14496.8,3.63,5422.12,167.36,60,22,18
2022-08-13,Google Ads,0.75,177441,5979,372,1075,27071.06,13.95,46854.47,-42.22,62,23,15
2022-08-13,Facebook Ads,0.56,392219,6303,2079,2878,29013.91,11.28,32257.66,-10.06,54,22,24
2022-08-13,Instagram Ads,3.58,380843,4179,3444,2894,4715.77,11.12,30477.95,-84.53,49,23,28
2022-08-13,Twitter Ads,3.01,112503,7825,2337,2765,84787.21,7.67,3149.3,2592.26,44,44,12
2022-08-13,LinkedIn Ads,4.12,275092,9598,4752,1944,72539.42,10.2,26772.46,170.95,63,42,-5
2022-08-13,TikTok Ads,4.77,447418,9665,3516,1945,9567.09,11.18,47688.05,-79.94,50,47,3
2022-08-14,Google Ads,2.79,460821,3856,3930,2852,23354.22,5.98,740.26,3054.87,49,36,15
2022-08-14,Facebook Ads,3.1,36565,4797,2562,1773,16118.34,13.44,12486.43,29.09,49,49,2
2022-08-14,Instagram Ads,4.31,349814,8066,3279,2786,62548.95,9.08,35696.11,75.23,55,44,1
2022-08-14,Twitter Ads,4.0,24692,8737,3675,1990,10828.62,1.28,35531.0,-69.52,58,49,-7
2022-08-14,LinkedIn Ads,4.84,132321,776,119,1852,83608.74,13.09,35127.13,138.02,59,26,15
2022-08-14,TikTok Ads,2.1,296442,5267,3270,823,90449.16,10.62,45583.07,98.43,65,25,10
2022-08-15,Google Ads,4.2,296516,4617,1147,643,76272.35,12.73,14415.53,429.1,64,46,-10
2022-08-15,Facebook Ads,2.67,6323,6634,4688,355,36663.66,9.95,28276.16,29.66,61,46,-7
2022-08-15,Instagram Ads,1.59,444125,7155,749,223,50289.1,1.55,40827.76,23.17,61,45,-6
2022-08-15,Twitter Ads,4.01,266550,6234,52,271,75039.9,4.61,22495.27,233.58,53,42,5
2022-08-15,LinkedIn Ads,2.59,240097,3475,2515,2956,95740.33,6.03,26673.83,258.93,63,45,-8
2022-08-15,TikTok Ads,1.27,39553,6672,4496,2962,61251.28,1.38,43706.53,40.14,66,36,-2
2022-08-16,Google Ads,1.32,274069,9401,425,1860,90249.5,1.65,25680.85,251.43,56,38,6
2022-08-16,Facebook Ads,0.8,337752,3288,2116,1210,80305.14,12.21,7060.89,1037.32,43,46,11
2022-08-16,Instagram Ads,1.98,363963,1593,2200,1431,23746.28,13.6,1966.01,1107.84,57,30,13
2022-08-16,Twitter Ads,1.71,355885,2325,3809,845,9469.59,3.67,38873.17,-75.64,62,25,13
2022-08-16,LinkedIn Ads,4.23,394603,8954,2253,585,76453.43,2.81,4275.04,1688.37,59,48,-7
2022-08-16,TikTok Ads,4.11,48868,5644,1394,1962,13666.16,7.37,33109.79,-58.72,45,33,22
2022-08-17,Google Ads,4.51,465548,870,812,1951,64320.89,1.43,10005.28,542.87,51,29,20
2022-08-17,Facebook Ads,4.18,487552,7239,746,444,24140.54,14.67,34527.25,-30.08,55,25,20
2022-08-17,Instagram Ads,4.38,52479,4316,212,1354,93273.96,11.19,14463.25,544.9,57,27,16
2022-08-17,Twitter Ads,2.37,437122,1383,125,2342,42337.03,13.16,29851.54,41.83,52,38,10
2022-08-17,LinkedIn Ads,2.03,198491,6108,1750,1052,55052.11,6.47,44322.74,24.21,48,29,23
2022-08-17,TikTok Ads,1.66,231630,3586,4219,1997,84479.11,14.5,42355.61,99.45,55,45,0
2022-08-18,Google Ads,4.74,261226,3723,1000,1212,26385.71,5.92,18578.17,42.03,45,40,15
2022-08-18,Facebook Ads,0.62,201768,1798,1619,421,55046.37,0.57,42715.33,28.87,68,48,-16
2022-08-18,Instagram Ads,4.45,139651,1840,219,1386,22827.42,10.0,20979.9,8.81,55,39,6
2022-08-18,Twitter Ads,1.25,138929,657,1790,816,10388.6,2.64,10912.86,-4.8,52,21,27
2022-08-18,LinkedIn Ads,0.81,294477,9641,1014,2937,54146.32,7.37,31801.95,70.26,59,41,0
2022-08-18,TikTok Ads,4.29,328282,2568,1543,2011,33569.6,12.04,29969.86,12.01,64,25,11
2022-08-19,Google Ads,2.89,369432,2081,1242,688,18899.92,2.64,27602.92,-31.53,60,42,-2
2022-08-19,Facebook Ads,4.05,157838,3433,4085,1466,52964.61,9.73,7335.66,622.02,59,25,16
2022-08-19,Instagram Ads,1.31,343236,2955,2134,1608,91868.25,7.02,40472.81,126.99,41,45,14
2022-08-19,Twitter Ads,1.43,73620,3285,4046,975,97804.81,6.53,865.07,11206.0,52,44,4
2022-08-19,LinkedIn Ads,1.01,49475,7415,4881,1846,30723.67,0.52,18102.12,69.72,43,27,30
2022-08-19,TikTok Ads,1.24,341932,5171,588,2133,94479.25,5.71,698.66,13422.92,59,43,-2
2022-08-20,Google Ads,1.3,409447,6881,1846,946,17454.16,11.37,23045.8,-24.26,40,35,25
2022-08-20,Facebook Ads,4.42,448769,3210,936,1046,77977.57,8.96,16000.6,387.34,65,45,-10
2022-08-20,Instagram Ads,1.11,488200,6902,3867,610,26854.25,13.15,25066.43,7.13,65,23,12
2022-08-20,Twitter Ads,2.44,491068,9886,3427,612,50198.45,11.06,1844.61,2621.36,58,45,-3
2022-08-20,LinkedIn Ads,2.5,14490,7554,4383,1790,51215.05,12.67,15376.69,233.07,66,36,-2
2022-08-20,TikTok Ads,4.93,275367,6661,4318,1931,53867.15,1.42,36370.41,48.11,54,48,-2
2022-08-21,Google Ads,2.37,492644,4588,3460,1493,28151.34,13.5,42915.92,-34.4,49,26,25
2022-08-21,Facebook Ads,1.33,391767,5296,2978,2949,92385.05,12.88,26080.08,254.24,51,48,1
2022-08-21,Instagram Ads,2.98,180002,2832,506,2679,80593.97,0.99,30228.37,166.62,46,20,34
2022-08-21,Twitter Ads,1.31,211798,3518,1961,1022,11189.23,5.72,8372.58,33.64,44,47,9
2022-08-21,LinkedIn Ads,4.49,365365,1055,2827,1098,7731.17,0.94,17157.39,-54.94,46,35,19
2022-08-21,TikTok Ads,3.23,300943,147,4982,486,92463.65,2.95,9248.98,899.72,57,23,20
2022-08-22,Google Ads,3.27,164060,3950,3659,2855,60396.11,14.56,12596.61,379.46,45,45,10
2022-08-22,Facebook Ads,2.63,103935,3776,2520,305,48742.28,1.06,23351.89,108.73,53,45,2
2022-08-22,Instagram Ads,4.34,385059,1408,2964,1650,10095.22,3.57,29283.91,-65.53,52,29,19
2022-08-22,Twitter Ads,2.1,41824,4583,319,2560,4533.46,12.44,7227.36,-37.27,59,37,4
2022-08-22,LinkedIn Ads,3.8,57100,1056,3387,350,72718.16,4.72,26660.47,172.76,47,48,5
2022-08-22,TikTok Ads,0.85,317764,3092,566,2623,12449.9,12.77,42525.38,-70.72,67,33,0
2022-08-23,Google Ads,1.59,489304,9465,390,2026,33329.34,4.87,44046.21,-24.33,63,42,-5
2022-08-23,Facebook Ads,1.65,450346,9617,3406,2961,94407.66,6.77,17334.86,444.61,47,36,17
2022-08-23,Instagram Ads,2.75,306574,9723,1496,2643,53753.15,12.57,44618.79,20.47,63,46,-9
2022-08-23,Twitter Ads,4.71,464560,8113,3309,220,63475.05,12.1,10515.89,503.61,61,29,10
2022-08-23,LinkedIn Ads,4.09,140257,6961,4924,1736,46253.62,4.33,18502.4,149.99,55,48,-3
2022-08-23,TikTok Ads,4.31,60874,4342,3748,1464,78507.39,8.93,38361.94,104.65,53,28,19
2022-08-24,Google Ads,4.88,14937,4906,2608,2218,28349.9,8.69,31481.93,-9.95,63,45,-8
2022-08-24,Facebook Ads,2.67,375420,4870,3053,482,62073.39,3.41,10706.09,479.8,48,38,14
2022-08-24,Instagram Ads,1.8,159268,2673,2286,2721,76696.65,12.08,47918.19,60.06,46,40,14
2022-08-24,Twitter Ads,1.06,239824,8724,954,622,47067.13,13.92,38891.57,21.02,45,47,8
2022-08-24,LinkedIn Ads,4.71,177117,3031,797,908,37033.36,8.52,4448.2,732.55,53,23,24
2022-08-24,TikTok Ads,4.46,84922,4308,2571,2704,45057.98,6.19,46356.96,-2.8,51,27,22
2022-08-25,Google Ads,3.9,50662,1209,608,2367,33940.98,13.84,6970.18,386.95,56,30,14
2022-08-25,Facebook Ads,4.55,333119,9942,4981,1670,48989.87,3.73,43531.19,12.54,67,43,-10
2022-08-25,Instagram Ads,4.12,38389,1669,1555,2968,89513.29,12.72,30967.87,189.05,56,26,18
2022-08-25,Twitter Ads,4.1,25730,2125,2585,1994,17304.4,6.84,23116.72,-25.14,62,41,-3
2022-08-25,LinkedIn Ads,1.95,342833,8023,4232,2488,3409.23,11.64,49882.84,-93.17,44,35,21
2022-08-25,TikTok Ads,2.2,178837,9249,4591,34,7345.48,10.48,35719.93,-79.44,49,40,11
2022-08-26,Google Ads,2.07,290723,6037,3249,2626,80263.3,1.11,32582.44,146.34,42,39,19
2022-08-26,Facebook Ads,1.81,289916,9250,2641,320,10692.58,13.77,12830.38,-16.66,53,45,2
2022-08-26,Instagram Ads,3.83,397696,4219,1890,904,2032.43,7.7,32459.3,-93.74,44,47,9
2022-08-26,Twitter Ads,3.41,364390,1961,4176,618,26528.5,6.29,43328.02,-38.77,49,44,7
2022-08-26,LinkedIn Ads,3.79,162911,7145,498,58,87437.03,12.41,35393.86,147.04,41,45,14
2022-08-26,TikTok Ads,2.47,155849,2311,465,381,25632.8,14.84,13353.25,91.96,66,29,5
2022-08-27,Google Ads,2.13,471825,8558,496,596,17975.59,4.52,30300.39,-40.68,53,38,9
2022-08-27,Facebook Ads,1.32,427815,2228,886,1982,97065.35,2.9,10854.82,794.21,69,26,5
2022-08-27,Instagram Ads,2.58,291807,5139,384,1032,52728.47,5.65,32996.46,59.8,54,47,-1
2022-08-27,Twitter Ads,4.42,137471,2432,1039,2633,73317.84,5.85,35448.26,106.83,47,35,18
2022-08-27,LinkedIn Ads,2.04,379619,5646,1042,2677,23079.73,6.74,37891.5,-39.09,50,47,3
2022-08-27,TikTok Ads,0.81,149294,8867,4736,2882,30612.49,12.71,27719.84,10.44,51,28,21
2022-08-28,Google Ads,2.63,219607,8396,4019,1490,48637.04,13.37,37205.47,30.73,58,29,13
2022-08-28,Facebook Ads,4.9,344171,4959,1851,52,1700.54,12.02,34825.34,-95.12,53,43,4
2022-08-28,Instagram Ads,3.03,458917,7224,858,2676,5302.34,3.16,23258.11,-77.2,65,35,0
2022-08-28,Twitter Ads,2.43,16272,8992,3703,216,4892.26,14.93,34473.7,-85.81,51,49,0
2022-08-28,LinkedIn Ads,4.65,91374,930,3478,2188,75997.46,3.91,44020.73,72.64,68,35,-3
2022-08-28,TikTok Ads,0.81,75130,8808,4618,2982,90634.73,1.4,40624.26,123.1,65,29,6
2022-08-29,Google Ads,1.57,216848,8184,2469,1958,64317.72,7.34,5088.9,1163.88,53,23,24
2022-08-29,Facebook Ads,3.63,297262,6895,3355,840,71929.78,1.3,30013.17,139.66,52,21,27
2022-08-29,Instagram Ads,3.04,350318,5733,721,2793,83462.04,2.49,43372.93,92.43,46,25,29
2022-08-29,Twitter Ads,0.74,75486,7951,2373,234,25436.28,4.85,17820.52,42.74,69,39,-8
2022-08-29,LinkedIn Ads,4.01,332153,1152,2991,2482,69624.16,3.67,46117.17,50.97,65,33,2
2022-08-29,TikTok Ads,4.54,172024,4796,3197,662,35902.64,2.36,47057.12,-23.7,48,34,18
2022-08-30,Google Ads,1.21,144122,9912,2463,1961,9329.86,9.42,34342.38,-72.83,48,40,12
2022-08-30,Facebook Ads,3.4,214624,3560,4337,2856,57957.91,7.77,47713.09,21.47,68,43,-11
